ensembl_gene_id	wikigene_description	hgnc_symbol
ENSG00000029534	ankyrin 1	ANK1
ENSG00000029559	integrin binding sialoprotein	IBSP
ENSG00000029639	transcription factor B1, mitochondrial	TFB1M
ENSG00000029725	rabaptin, RAB GTPase binding effector protein 1	RABEP1
ENSG00000029993	high mobility group box 3	HMGB3
ENSG00000030066	nucleoporin 160	NUP160
ENSG00000030110	BCL2 antagonist/killer 1	BAK1
ENSG00000030304	muscle associated receptor tyrosine kinase	MUSK
ENSG00000030419	IKAROS family zinc finger 2	IKZF2
ENSG00000030582	granulin precursor	GRN
ENSG00000031003	family with sequence similarity 13 member B	FAM13B
ENSG00000031081	Rho GTPase activating protein 31	ARHGAP31
ENSG00000031691	centromere protein Q	CENPQ
ENSG00000031698	seryl-tRNA synthetase	SARS
ENSG00000031823	RAN binding protein 3	RANBP3
ENSG00000032219	AT-rich interaction domain 4A	ARID4A
ENSG00000032389	EARP complex and GARP complex interacting protein 1	EIPR1
ENSG00000032444	patatin like phospholipase domain containing 6	PNPLA6
ENSG00000032742	intraflagellar transport 88	IFT88
ENSG00000033011	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1
ENSG00000033030	zinc finger CCHC-type containing 8	ZCCHC8
ENSG00000033050	ATP binding cassette subfamily F member 2	ABCF2
ENSG00000033100	chondroitin polymerizing factor 2	CHPF2
ENSG00000033122	leucine rich repeat containing 7	LRRC7
ENSG00000033170	fucosyltransferase 8	FUT8
ENSG00000033178	ubiquitin like modifier activating enzyme 6	UBA6
ENSG00000033327	GRB2 associated binding protein 2	GAB2
ENSG00000033627	ATPase H+ transporting V0 subunit a1	ATP6V0A1
ENSG00000033800	protein inhibitor of activated STAT 1	PIAS1
ENSG00000033867	solute carrier family 4 member 7	SLC4A7
ENSG00000034053	amyloid beta precursor protein binding family A member 2	APBA2
ENSG00000034152	mitogen-activated protein kinase kinase 3	MAP2K3
ENSG00000034239	EF-hand calcium binding domain 1	EFCAB1
ENSG00000034510	thymosin beta 10	TMSB10
ENSG00000034533	asteroid homolog 1	ASTE1
ENSG00000034677	ring finger protein 19A, RBR E3 ubiquitin protein ligase	RNF19A
ENSG00000034693	peroxisomal biogenesis factor 3	PEX3
ENSG00000034713	GABA type A receptor associated protein like 2	GABARAPL2
ENSG00000034971	myocilin	MYOC
ENSG00000035115	SH3 and SYLF domain containing 1	SH3YL1
ENSG00000035141	family with sequence similarity 136 member A	FAM136A
ENSG00000035403	vinculin	VCL
ENSG00000035499	DEP domain containing 1B	DEPDC1B
ENSG00000035664	death associated protein kinase 2	DAPK2
ENSG00000035681	neutral sphingomyelinase activation associated factor	NSMAF
ENSG00000035687	adenylosuccinate synthase	ADSS
ENSG00000035720	signal transducing adaptor family member 1	STAP1
ENSG00000035862	TIMP metallopeptidase inhibitor 2	TIMP2
ENSG00000035928	replication factor C subunit 1	RFC1
ENSG00000036054	TBC1 domain family member 23	TBC1D23
ENSG00000036257	cullin 3	CUL3
ENSG00000036448	myomesin 2	MYOM2
ENSG00000036473	ornithine carbamoyltransferase	OTC
ENSG00000036530	cytochrome P450 family 46 subfamily A member 1	CYP46A1
ENSG00000036549	zinc finger ZZ-type containing 3	
ENSG00000036565	solute carrier family 18 member A1	SLC18A1
ENSG00000036672	ubiquitin specific peptidase 2	USP2
ENSG00000036828	calcium sensing receptor	CASR
ENSG00000037042	tubulin gamma 2	TUBG2
ENSG00000037241	ribosomal protein L26 like 1	RPL26L1
ENSG00000037280	fms related tyrosine kinase 4	FLT4
ENSG00000037474	NOP2/Sun RNA methyltransferase 2	NSUN2
ENSG00000037637	F-box protein 42	FBXO42
ENSG00000037749	microfibril associated protein 3	MFAP3
ENSG00000037757	methylthioribose-1-phosphate isomerase 1	MRI1
ENSG00000037897	methyltransferase like 1	METTL1
ENSG00000037965	homeobox C8	HOXC8
ENSG00000038002	aspartylglucosaminidase	AGA
ENSG00000038210	phosphatidylinositol 4-kinase type 2 beta	PI4K2B
ENSG00000038219	biorientation of chromosomes in cell division 1 like 1	BOD1L1
ENSG00000038274	methionine adenosyltransferase 2B	MAT2B
ENSG00000038295	tolloid like 1	TLL1
ENSG00000038358	enhancer of mRNA decapping 4	EDC4
ENSG00000038382	trio Rho guanine nucleotide exchange factor	TRIO
ENSG00000038427	versican	VCAN
ENSG00000038532	C-type lectin domain containing 16A	CLEC16A
ENSG00000038945	macrophage scavenger receptor 1	MSR1
ENSG00000039068	cadherin 1	CDH1
ENSG00000039123	Mtr4 exosome RNA helicase	MTREX
ENSG00000039139	dynein axonemal heavy chain 5	DNAH5
ENSG00000039319	zinc finger FYVE-type containing 16	ZFYVE16
ENSG00000039523	RHO family interacting cell polarization regulator 1	RIPOR1
ENSG00000039537	complement C6	C6
ENSG00000039560	retinoic acid induced 14	RAI14
ENSG00000039600	SRY-box transcription factor 30	SOX30
ENSG00000039650	polynucleotide kinase 3'-phosphatase	PNKP
ENSG00000039987	bestrophin 2	BEST2
ENSG00000040199	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2
ENSG00000040275	spindle apparatus coiled-coil protein 1	SPDL1
ENSG00000040341	staufen double-stranded RNA binding protein 2	STAU2
ENSG00000040487	solute carrier family 66 member 1	SLC66A1
ENSG00000040531	cystinosin, lysosomal cystine transporter	CTNS
ENSG00000040608	reticulon 4 receptor	RTN4R
ENSG00000040633	PHD finger protein 23	PHF23
ENSG00000040731	cadherin 10	CDH10
ENSG00000040933	inositol polyphosphate-4-phosphatase type I A	INPP4A
ENSG00000041353	RAB27B, member RAS oncogene family	RAB27B
ENSG00000041357	proteasome subunit alpha 4	PSMA4
ENSG00000041515	myosin XVI	MYO16
ENSG00000041802	large 60S subunit nuclear export GTPase 1	LSG1
ENSG00000041880	poly(ADP-ribose) polymerase family member 3	PARP3
ENSG00000041982	tenascin C	TNC
ENSG00000041988	THAP domain containing 3	THAP3
ENSG00000042062	RIPOR family member 3	RIPOR3
ENSG00000042088	tyrosyl-DNA phosphodiesterase 1	TDP1
ENSG00000042286	apoptosis inducing factor mitochondria associated 2	AIFM2
ENSG00000042304	chromosome 2 open reading frame 83	C2orf83
ENSG00000042317	spermatogenesis associated 7	SPATA7
ENSG00000042429	mediator complex subunit 17	MED17
ENSG00000042445	retinol saturase	RETSAT
ENSG00000042493	capping actin protein, gelsolin like	CAPG
ENSG00000042753	adaptor related protein complex 2 subunit sigma 1	AP2S1
ENSG00000042781	usherin	USH2A
ENSG00000042813	zona pellucida binding protein	ZPBP
ENSG00000042832	thyroglobulin	TG
ENSG00000042980	ADAM metallopeptidase domain 28	ADAM28
ENSG00000043039	BARX homeobox 2	BARX2
ENSG00000043093	defective in cullin neddylation 1 domain containing 1	DCUN1D1
ENSG00000043143	jade family PHD finger 2	JADE2
ENSG00000043355	Zic family member 2	ZIC2
ENSG00000043462	lymphocyte cytosolic protein 2	LCP2
ENSG00000043514	tRNA isopentenyltransferase 1	TRIT1
ENSG00000043591	adrenoceptor beta 1	ADRB1
ENSG00000044012	guanylate cyclase activator 2B	GUCA2B
ENSG00000044090	cullin 7	CUL7
ENSG00000044115	catenin alpha 1	CTNNA1
ENSG00000044446	phosphorylase kinase regulatory subunit alpha 2	PHKA2
ENSG00000044459	centlein	CNTLN
ENSG00000044524	EPH receptor A3	EPHA3
ENSG00000044574	heat shock protein family A (Hsp70) member 5	HSPA5
ENSG00000046604	desmoglein 2	DSG2
ENSG00000046647	gem nuclear organelle associated protein 8	GEMIN8
ENSG00000046651	OFD1 centriole and centriolar satellite protein	OFD1
ENSG00000046653	glycoprotein M6B	GPM6B
ENSG00000046774	MAGE family member C2	MAGEC2
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	PREX2
ENSG00000047056	WD repeat domain 37	WDR37
ENSG00000047188	YTH domain containing 2	YTHDC2
ENSG00000047230	CTP synthase 2	CTPS2
ENSG00000047249	ATPase H+ transporting V1 subunit H	ATP6V1H
ENSG00000047315	RNA polymerase II subunit B	POLR2B
ENSG00000047346	family with sequence similarity 214 member A	FAM214A
ENSG00000047365	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	ARAP2
ENSG00000047410	translocated promoter region, nuclear basket protein	TPR
ENSG00000047457	ceruloplasmin	CP
ENSG00000047578	KIAA0556	KIAA0556
ENSG00000047579	dystrobrevin binding protein 1	DTNBP1
ENSG00000047597	X-linked Kx blood group	XK
ENSG00000047617	anoctamin 2	ANO2
ENSG00000047621	chromosome 12 open reading frame 4	C12orf4
ENSG00000047634	Scm polycomb group protein like 1	SCML1
ENSG00000047644	WWC family member 3	WWC3
ENSG00000047648	Rho GTPase activating protein 6	ARHGAP6
ENSG00000047662	family with sequence similarity 184 member B	FAM184B
ENSG00000047849	microtubule associated protein 4	MAP4
ENSG00000047932	golgi associated PDZ and coiled-coil motif containing	GOPC
ENSG00000047936	ROS proto-oncogene 1, receptor tyrosine kinase	ROS1
ENSG00000048028	ubiquitin specific peptidase 28	USP28
ENSG00000048052	histone deacetylase 9	HDAC9
ENSG00000048140	tetraspanin 17	TSPAN17
ENSG00000048162	NOP16 nucleolar protein	NOP16
ENSG00000048342	coiled-coil and C2 domain containing 2A	CC2D2A
ENSG00000048392	ribonucleotide reductase regulatory TP53 inducible subunit M2B	RRM2B
ENSG00000048405	zinc finger protein 800	ZNF800
ENSG00000048462	TNF receptor superfamily member 17	TNFRSF17
ENSG00000048471	sorting nexin 29	SNX29
ENSG00000048540	LIM domain only 3	LMO3
ENSG00000048544	mitochondrial ribosomal protein S10	MRPS10
ENSG00000048545	guanylate cyclase activator 1A	GUCA1A
ENSG00000048649	remodeling and spacing factor 1	RSF1
ENSG00000048707	vacuolar protein sorting 13 homolog D	VPS13D
ENSG00000048740	CUGBP Elav-like family member 2	CELF2
ENSG00000048828	family with sequence similarity 120A	FAM120A
ENSG00000048991	R3H domain containing 1	R3HDM1
ENSG00000049089	collagen type IX alpha 2 chain	COL9A2
ENSG00000049130	KIT ligand	KITLG
ENSG00000049167	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	ERCC8
ENSG00000049192	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6
ENSG00000049239	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	H6PD
ENSG00000049245	vesicle associated membrane protein 3	VAMP3
ENSG00000049246	period circadian regulator 3	PER3
ENSG00000049247	urotensin 2	UTS2
ENSG00000049249	TNF receptor superfamily member 9	TNFRSF9
ENSG00000049283	epsin 3	EPN3
ENSG00000049323	latent transforming growth factor beta binding protein 1	LTBP1
ENSG00000049449	reticulocalbin 1	RCN1
ENSG00000049540	elastin	ELN
ENSG00000049541	replication factor C subunit 2	RFC2
ENSG00000049618	AT-rich interaction domain 1B	ARID1B
ENSG00000049656	CLPTM1 like	CLPTM1L
ENSG00000049759	NEDD4 like E3 ubiquitin protein ligase	NEDD4L
ENSG00000049768	forkhead box P3	FOXP3
ENSG00000049769	protein phosphatase 1 regulatory subunit 3F	PPP1R3F
ENSG00000049860	hexosaminidase subunit beta	HEXB
ENSG00000049883	pentatricopeptide repeat domain 2	PTCD2
ENSG00000050030	neurite extension and migration factor	NEXMIF
ENSG00000050130	JNK1/MAPK8 associated membrane protein	JKAMP
ENSG00000050165	dickkopf WNT signaling pathway inhibitor 3	DKK3
ENSG00000050327	Rho guanine nucleotide exchange factor 5	ARHGEF5
ENSG00000050344	nuclear factor, erythroid 2 like 3	NFE2L3
ENSG00000050393	mitochondrial calcium uniporter regulator 1	MCUR1
ENSG00000050405	LIM domain and actin binding 1	LIMA1
ENSG00000050426	LETM1 domain containing 1	LETMD1
ENSG00000050438	solute carrier family 4 member 8	SLC4A8
ENSG00000050555	laminin subunit gamma 3	LAMC3
ENSG00000050628	prostaglandin E receptor 3	PTGER3
ENSG00000050730	TNFAIP3 interacting protein 3	TNIP3
ENSG00000050748	mitogen-activated protein kinase 9	MAPK9
ENSG00000050767	collagen type XXIII alpha 1 chain	COL23A1
ENSG00000050820	BCAR1 scaffold protein, Cas family member	BCAR1
ENSG00000051009	family with sequence similarity 160 member A2	FAM160A2
ENSG00000051108	homocysteine inducible ER protein with ubiquitin like domain 1	HERPUD1
ENSG00000051128	homer scaffold protein 3	HOMER3
ENSG00000051180	RAD51 recombinase	RAD51
ENSG00000051341	DNA polymerase theta	POLQ
ENSG00000051382	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	PIK3CB
ENSG00000051523	cytochrome b-245 alpha chain	CYBA
ENSG00000051596	THO complex 3	THOC3
ENSG00000051620	heme binding protein 2	HEBP2
ENSG00000051825	M-phase phosphoprotein 9	MPHOSPH9
ENSG00000052126	pleckstrin homology domain containing A5	PLEKHA5
ENSG00000052344	serine protease 8	PRSS8
ENSG00000052723	suppressor of IKBKE 1	SIKE1
ENSG00000052749	ribosomal RNA processing 12 homolog	RRP12
ENSG00000052795	folliculin interacting protein 2	FNIP2
ENSG00000052802	methylsterol monooxygenase 1	MSMO1
ENSG00000052841	tetratricopeptide repeat domain 17	TTC17
ENSG00000052850	ALX homeobox 4	ALX4
ENSG00000053108	follistatin like 4	FSTL4
ENSG00000053254	forkhead box N3	FOXN3
ENSG00000053328	methyltransferase like 24	METTL24
ENSG00000053371	aldo-keto reductase family 7 member A2	AKR7A2
ENSG00000053372	MRT4 homolog, ribosome maturation factor	MRTO4
ENSG00000053438	neuronatin	NNAT
ENSG00000053501	unconventional SNARE in the ER 1	USE1
ENSG00000053524	MCF.2 cell line derived transforming sequence-like 2	MCF2L2
ENSG00000053702	nuclear receptor interacting protein 2	NRIP2
ENSG00000053747	laminin subunit alpha 3	LAMA3
ENSG00000053770	adaptor related protein complex 5 subunit mu 1	AP5M1
ENSG00000053900	anaphase promoting complex subunit 4	ANAPC4
ENSG00000053918	potassium voltage-gated channel subfamily Q member 1	KCNQ1
ENSG00000054116	trafficking protein particle complex 3	TRAPPC3
ENSG00000054118	thyroid hormone receptor associated protein 3	THRAP3
ENSG00000054148	phosphohistidine phosphatase 1	PHPT1
ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2	ENTPD2
ENSG00000054219	lymphocyte antigen 75	LY75
ENSG00000054267	AT-rich interaction domain 4B	ARID4B
ENSG00000054277	opsin 3	OPN3
ENSG00000054282	serologically defined colon cancer antigen 8	SDCCAG8
ENSG00000054356	protein tyrosine phosphatase receptor type N	PTPRN
ENSG00000054392	hedgehog acyltransferase	HHAT
ENSG00000054523	kinesin family member 1B	KIF1B
ENSG00000054598	forkhead box C1	FOXC1
ENSG00000054611	TBC1 domain family member 22A	TBC1D22A
ENSG00000054654	spectrin repeat containing nuclear envelope protein 2	SYNE2
ENSG00000054690	pleckstrin homology, MyTH4 and FERM domain containing H1	PLEKHH1
ENSG00000054793	ATPase phospholipid transporting 9A (putative)	ATP9A
ENSG00000054796	SPO11 initiator of meiotic double stranded breaks	SPO11
ENSG00000054803	cerebellin 4 precursor	CBLN4
ENSG00000054938	chordin like 2	CHRDL2
ENSG00000054965	family with sequence similarity 168 member A	FAM168A
ENSG00000054967	RELT TNF receptor	RELT
ENSG00000054983	galactosylceramidase	GALC
ENSG00000055044	NOP58 ribonucleoprotein	NOP58
ENSG00000055070	SUZ RNA binding domain containing 1	SZRD1
ENSG00000055118	potassium voltage-gated channel subfamily H member 2	KCNH2
ENSG00000055130	cullin 1	CUL1
ENSG00000055147	family with sequence similarity 114 member A2	FAM114A2
ENSG00000055163	cytoplasmic FMR1 interacting protein 2	CYFIP2
ENSG00000055208	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	TAB2
ENSG00000055211	glycoprotein integral membrane 1	GINM1
ENSG00000055332	eukaryotic translation initiation factor 2 alpha kinase 2	EIF2AK2
ENSG00000055483	ubiquitin specific peptidase 36	USP36
ENSG00000055609	lysine methyltransferase 2C	KMT2C
ENSG00000055732	mucolipin 3	MCOLN3
ENSG00000055813	coiled-coil domain containing 85A	CCDC85A
ENSG00000055917	pumilio RNA binding family member 2	PUM2
ENSG00000055950	mitochondrial ribosomal protein L43	MRPL43
ENSG00000055955	inter-alpha-trypsin inhibitor heavy chain 4	ITIH4
ENSG00000055957	inter-alpha-trypsin inhibitor heavy chain 1	ITIH1
ENSG00000056050	histone PARylation factor 1	HPF1
ENSG00000056097	zinc finger RNA binding protein	ZFR
ENSG00000056277	zinc finger protein 280C	ZNF280C
ENSG00000056291	neuropeptide FF receptor 2	NPFFR2
ENSG00000056487	PHD finger protein 21B	PHF21B
ENSG00000056558	TNF receptor associated factor 1	TRAF1
ENSG00000056586	ring finger and CCCH-type domains 2	RC3H2
ENSG00000056678	kinesin family member C1	KIFC1
ENSG00000056736	interleukin 17 receptor B	IL17RB
ENSG00000056972	TRAF3 interacting protein 2	TRAF3IP2
ENSG00000056998	glycogenin 2	GYG2
ENSG00000057019	discoidin, CUB and LCCL domain containing 2	DCBLD2
ENSG00000057149	serpin family B member 3	SERPINB3
ENSG00000057252	sterol O-acyltransferase 1	SOAT1
ENSG00000057294	plakophilin 2	PKP2
ENSG00000057468	mutS homolog 4	MSH4
ENSG00000057593	coagulation factor VII	F7
ENSG00000057608	GDP dissociation inhibitor 2	GDI2
ENSG00000057657	PR/SET domain 1	PRDM1
ENSG00000057663	autophagy related 5	ATG5
ENSG00000057704	transmembrane and coiled-coil domain family 3	TMCC3
ENSG00000057757	PITH domain containing 1	PITHD1
ENSG00000057935	metastasis associated 1 family member 3	MTA3
ENSG00000058056	ubiquitin specific peptidase 13	USP13
ENSG00000058063	ATPase phospholipid transporting 11B (putative)	ATP11B
ENSG00000058085	laminin subunit gamma 2	LAMC2
ENSG00000058091	cyclin dependent kinase 14	CDK14
ENSG00000058262	SEC61 translocon alpha 1 subunit	SEC61A1
ENSG00000058272	protein phosphatase 1 regulatory subunit 12A	PPP1R12A
ENSG00000058335	Ras protein specific guanine nucleotide releasing factor 1	RASGRF1
ENSG00000058404	calcium/calmodulin dependent protein kinase II beta	CAMK2B
ENSG00000058453	ciliary rootlet coiled-coil, rootletin	CROCC
ENSG00000058600	RNA polymerase III subunit E	POLR3E
ENSG00000058668	ATPase plasma membrane Ca2+ transporting 4	ATP2B4
ENSG00000058673	zinc finger CCCH-type containing 11A	ZC3H11A
ENSG00000058729	RIO kinase 2	RIOK2
ENSG00000058799	Yip1 domain family member 1	YIPF1
ENSG00000058804	NDC1 transmembrane nucleoporin	NDC1
ENSG00000058866	diacylglycerol kinase gamma	DGKG
ENSG00000059122	FLYWCH-type zinc finger 1	FLYWCH1
ENSG00000059145	unk like zinc finger	UNKL
ENSG00000059377	thromboxane A synthase 1	TBXAS1
ENSG00000059378	poly(ADP-ribose) polymerase family member 12	PARP12
ENSG00000059573	aldehyde dehydrogenase 18 family member A1	ALDH18A1
ENSG00000059588	TAR (HIV-1) RNA binding protein 1	TARBP1
ENSG00000059691	glutamyl-tRNA amidotransferase subunit B	GATB
ENSG00000059728	MAX dimerization protein 1	MXD1
ENSG00000059758	cyclin dependent kinase 17	CDK17
ENSG00000059769	DnaJ heat shock protein family (Hsp40) member C25	DNAJC25
ENSG00000059804	solute carrier family 2 member 3	SLC2A3
ENSG00000059915	pleckstrin and Sec7 domain containing	PSD
ENSG00000060069	CTD phosphatase subunit 1	CTDP1
ENSG00000060138	Y-box binding protein 3	YBX3
ENSG00000060140	serine/threonine/tyrosine kinase 1	STYK1
ENSG00000060237	WNK lysine deficient protein kinase 1	WNK1
ENSG00000060303		RPS17P5
ENSG00000060339	cell division cycle and apoptosis regulator 1	CCAR1
ENSG00000060491	opioid growth factor receptor	OGFR
ENSG00000060558	G protein subunit alpha 15	GNA15
ENSG00000060566	cAMP responsive element binding protein 3 like 3	CREB3L3
ENSG00000060642	phosphatidylinositol glycan anchor biosynthesis class V	PIGV
ENSG00000060656	protein tyrosine phosphatase receptor type U	PTPRU
ENSG00000060688	small nuclear ribonucleoprotein U5 subunit 40	SNRNP40
ENSG00000060709	RIMS binding protein 2	RIMBP2
ENSG00000060718	collagen type XI alpha 1 chain	COL11A1
ENSG00000060749	glutamine and serine rich 1	QSER1
ENSG00000060762	mitochondrial pyruvate carrier 1	MPC1
ENSG00000060971	acetyl-CoA acyltransferase 1	ACAA1
ENSG00000060982	branched chain amino acid transaminase 1	BCAT1
ENSG00000061273	histone deacetylase 7	HDAC7
